Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Exeggutor,53.3,103,grass,psychic,136.7,93.7,128,1639303,18.5,1497,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Turtwig,52.9,387,grass,none,112.6,105,135,1596678,50,1342,Tackle,Body Slam,Seed Bomb,12,15,3,10000
Rowlet,52.6,722,grass,flying,98.3,95.8,154,1450375,50,1196,Leafage,Seed Bomb,Energy Ball,7,8,3,10000
Turtwig (Shadow),52.6,387,grass,none,112.6,105,135,1596678,50,1342,Tackle,Body Slam,Seed Bomb,12,15,3,10000
Porygon-Z,51.6,474,normal,none,148.7,88.4,115,1512352,16.5,1499,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Cherrim (Overcast),51,421,grass,none,122.9,115.2,129,1826290,27,1498,Bullet Seed,Dazzling Gleam,Solar Beam,5,7,1,10000
Rotom (Mow),50.7,479,electric,grass,129.2,143.2,93,1720709,21,1491,Thunder Shock,Thunderbolt,Ominous Wind,7,5,5,75000
Ferroseed (Shadow),50.6,597,grass,steel,81.5,142.9,119,1385595,50,1064,Metal Claw,Iron Head,Flash Cannon,8,10,3,75000
Ferroseed,50.1,597,grass,steel,81.5,142.9,119,1385595,50,1064,Metal Claw,Iron Head,Return,8,10,3,75000
Skiddo,42.7,672,grass,none,116,98.3,151,1721514,50,1414,Rock Smash,Seed Bomb,Rock Slide,7,7,3,50000
Regigigas (Shadow),41.7,486,normal,none,139.3,103.9,111,1607200,12.5,1499,Hidden Power (Ground),Thunder,Focus Blast,8,10,20,100000
Slaking,21.1,289,normal,none,139.3,83.6,138,1607595,12.5,1498,Yawn,Body Slam,Earthquake,3,6,5,75000
Slaking (Shadow),20.1,289,normal,none,139.3,83.6,138,1607595,12.5,1498,Yawn,Body Slam,Earthquake,3,6,5,75000
