Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Ferroseed,54.8,597,grass,steel,81.5,142.9,119,1385595,50,1064,Metal Claw,Iron Head,Return,8,10,3,75000
Quaxly,54.7,912,water,none,113.4,84.9,135,1299744,50,1215,Water Gun,Aqua Jet,Aerial Ace,14,14,3,10000
Piplup (Shadow),54.6,393,water,none,106.7,98.3,131,1374452,50,1215,Bubble,Drill Peck,Icy Wind,4,5,3,10000
Jynx,54.4,124,ice,psychic,142.2,101.5,109,1573630,22,1496,Confusion,Avalanche,Psyshock,4,4,5,75000
Ducklett (Shadow),54,580,water,flying,83.2,93.3,145,1125110,50,968,Wing Attack,Brave Bird,Aerial Ace,8,6,3,50000
Piplup,53.8,393,water,none,106.7,98.3,131,1374452,50,1215,Bubble,Drill Peck,Icy Wind,4,5,3,10000
Barboach (Shadow),53.4,339,water,ground,90.8,81.5,127,939438,50,925,Mud Shot,Mud Bomb,Aqua Tail,5,5,1,10000
Shieldon (Shadow),53.3,410,rock,steel,76.5,176.5,98,1322378,50,1007,Tackle,Rock Tomb,Ancient Power,17,15,5,75000
Squirtle (Shadow),53.3,7,water,none,91.6,114.3,119,1245607,50,1069,Bubble,Aqua Tail,Aqua Jet,4,4,3,10000
Cubchoo,53.2,613,ice,none,120.2,74.8,135,1213189,50,1208,Powder Snow,Ice Punch,Icy Wind,5,6,3,50000
Ducklett,52.6,580,water,flying,83.2,93.3,145,1125110,50,968,Wing Attack,Brave Bird,Aerial Ace,8,6,3,50000
Ferroseed (Shadow),52.6,597,grass,steel,81.5,142.9,119,1385595,50,1064,Metal Claw,Iron Head,Flash Cannon,8,10,3,75000
Squirtle,52.5,7,water,none,91.6,114.3,119,1245607,50,1069,Bubble,Aqua Tail,Aqua Jet,4,4,3,10000
Gorebyss,52.4,368,water,none,136.9,118.5,101,1638002,22.5,1500,Water Gun,Water Pulse,Psychic,19,19,3,50000
Klink,52.2,599,steel,none,95,114.3,113,1226209,50,1081,Volt Switch,Discharge,Zap Cannon,3,5,5,75000
Varoom,51.9,965,steel,poison,116,102.5,120,1426556,50,1287,Poison Jab,Gyro Ball,Gunk Shot,9,11,3,50000
Barboach,51.5,339,water,ground,90.8,81.5,127,939438,50,925,Mud Shot,Mud Bomb,Aqua Tail,5,5,1,10000
Spheal (Shadow),51.1,363,ice,water,92.4,88.2,157,1280414,50,1088,Water Gun,Body Slam,Water Pulse,12,19,3,50000
Purrloin (Shadow),51,509,dark,none,95,73.9,114,800451,50,872,Sucker Punch,Night Slash,Play Rough,5,9,1,10000
Vanillite,50.8,582,ice,none,111.8,101.7,107,1215877,50,1168,Astonish,Icy Wind,Signal Beam,5,6,3,50000
Budew,50.6,406,grass,poison,89.1,104.2,113,1048757,50,968,Razor Leaf,Grass Knot,Energy Ball,13,14,3,10000
Spheal,50.5,363,ice,water,92.4,88.2,157,1280414,50,1088,Water Gun,Body Slam,Water Pulse,12,19,3,50000
Mareanie,49.2,747,poison,water,95,105,127,1266663,50,1099,Poison Sting,Brine,Sludge Wave,6,8,3,50000
Vanilluxe,49.2,584,ice,none,131.5,116.8,110,1690058,19.5,1497,Astonish,Blizzard,Signal Beam,8,6,3,50000
Vulpix (Alolan) (Shadow),49,37,ice,none,93.3,104.2,110,1069070,50,998,Powder Snow,Weather Ball (Ice),Dark Pulse,5,7,3,50000
Diglett (Alolan) (Shadow),48.7,50,ground,steel,103.4,80.7,68,566962,50,770,Mud Slap,Mud Bomb,Rock Tomb,4,5,3,50000
Shellder (Shadow),48.2,90,water,none,110.1,125.2,98,1350680,50,1221,Tackle,Razor Shell,Icy Wind,12,15,3,50000
Bellsprout,48,69,grass,poison,129.4,63.9,127,1049559,50,1168,Vine Whip,Power Whip,Sludge Bomb,7,7,3,50000
Luvdisc,48,370,water,none,80.7,120.2,117,1134128,50,959,Water Gun,Aqua Jet,Draining Kiss,14,19,3,50000
Zorua,47.4,570,dark,none,141.2,78.1,113,1246635,50,1329,Feint Attack,Foul Play,Aerial Ace,7,7,5,75000
Purrloin,47.3,509,dark,none,95,73.9,114,800451,50,872,Sucker Punch,Night Slash,Play Rough,5,9,1,10000
Sobble,47.1,816,water,none,123.5,79,127,1239132,50,1240,Water Gun,Surf,Water Pulse,15,19,3,10000
Finneon,47,456,water,none,93.3,110.1,126,1293700,50,1098,Water Gun,Silver Wind,Water Pulse,15,19,3,50000
Vulpix (Alolan),47,37,ice,none,93.3,104.2,110,1069070,50,998,Powder Snow,Weather Ball (Ice),Dark Pulse,5,7,3,50000
Shellder,46.9,90,water,none,110.1,125.2,98,1350680,50,1221,Tackle,Razor Shell,Icy Wind,12,15,3,50000
Bellsprout (Shadow),46.7,69,grass,poison,129.4,63.9,127,1049559,50,1168,Vine Whip,Power Whip,Sludge Bomb,7,7,3,50000
Diglett (Alolan),46.7,50,ground,steel,103.4,80.7,68,566962,50,770,Mud Slap,Mud Bomb,Rock Tomb,4,5,3,50000
Snorunt (Shadow),46.2,361,ice,none,92.4,92.4,127,1085070,50,1004,Hex,Avalanche,Shadow Ball,4,5,3,50000
Panpour,46.1,515,water,none,100,91.6,127,1163177,50,1081,Water Gun,Surf,Crunch,15,15,3,50000
Ekans (Shadow),46,23,poison,none,105,94.1,105,1037973,50,1048,Poison Sting,Poison Fang,Sludge Bomb,5,6,3,50000
Carvanha (Shadow),45.8,318,water,dark,156.3,45.4,120,851053,50,1154,Snarl,Aqua Jet,Crunch,4,4,3,50000
Froakie,45.4,656,water,none,115.1,83.2,114,1091765,50,1122,Bubble,Surf,Aerial Ace,5,4,3,10000
Snorunt,45.4,361,ice,none,92.4,92.4,127,1085070,50,1004,Hex,Avalanche,Shadow Ball,4,5,3,50000
Ekans,44.8,23,poison,none,105,94.1,105,1037973,50,1048,Poison Sting,Poison Fang,Sludge Bomb,5,6,3,50000
Carvanha,44.7,318,water,dark,156.3,45.4,120,851053,50,1154,Snarl,Aqua Jet,Crunch,4,4,3,50000
Poliwag (Shadow),44.7,60,water,none,97.5,81.5,113,897794,50,937,Mud Shot,Mud Bomb,Body Slam,5,5,3,50000
Nidoran Female (Shadow),44.4,29,poison,none,84.9,87.4,135,1001284,50,922,Poison Sting,Body Slam,Poison Fang,4,5,3,50000
Tympole,43.5,535,water,none,95,78.1,127,942397,50,948,Mud Shot,Mud Bomb,Water Pulse,5,7,3,50000
Nidoran Female,43.1,29,poison,none,84.9,87.4,135,1001284,50,922,Poison Sting,Body Slam,Poison Fang,4,5,3,50000
Bronzor,42.8,436,steel,psychic,48.7,142,137,948209,50,681,Confusion,Psyshock,Heavy Slam,4,5,3,50000
Poliwag,42.3,60,water,none,97.5,81.5,113,897794,50,937,Mud Shot,Mud Bomb,Body Slam,5,5,3,50000
Nidoran Male (Shadow),42.1,32,poison,none,100.8,76.5,121,932990,50,973,Poison Sting,Body Slam,Sludge Bomb,4,6,3,50000
Meowth (Alolan),41.9,52,dark,none,95.8,78.1,113,845931,50,901,Bite,Night Slash,Trailblaze,18,23,3,50000
Spinarak,41.3,167,bug,poison,100.8,73.9,113,842580,50,923,Poison Sting,Night Slash,Cross Poison,4,4,1,10000
Horsea (Shadow),41.2,116,water,none,121,99.2,98,1175816,50,1194,Bubble,Dragon Pulse,Bubble Beam,6,4,3,50000
Nidoran Male,40.9,32,poison,none,100.8,76.5,121,932990,50,973,Poison Sting,Body Slam,Sludge Bomb,4,6,3,50000
Remoraid,40.7,223,water,none,119.3,70.6,105,884353,50,1031,Mud Shot,Rock Blast,Water Pulse,5,7,1,10000
Wooper (Shadow),40.5,194,water,ground,75.6,68.1,135,694912,50,725,Mud Shot,Mud Bomb,Body Slam,5,5,3,50000
Wooper,39.3,194,water,ground,75.6,68.1,135,694912,50,725,Mud Shot,Mud Bomb,Body Slam,5,5,3,50000
Gulpin,39.1,316,poison,none,79.8,95.8,157,1200596,50,979,Rock Smash,Sludge,Ice Beam,6,8,1,10000
Delibird (Shadow),38.9,225,ice,flying,120.2,88.2,120,1272258,50,1237,Present,Fly,Aerial Ace,4,4,5,75000
Surskit,38.6,283,bug,water,90.8,85.7,113,878964,50,894,Bubble,Aqua Jet,Signal Beam,4,5,1,10000
Dewpider,37.7,751,water,bug,73.1,110.9,110,891979,50,807,Bug Bite,Water Pulse,Bubble Beam,19,14,3,50000
Swinub (Shadow),37.7,220,ice,ground,88.2,70.6,127,790935,50,837,Powder Snow,Icy Wind,Body Slam,6,5,3,50000
Swinub,37.4,220,ice,ground,88.2,70.6,127,790935,50,837,Powder Snow,Icy Wind,Body Slam,6,5,3,50000
Wingull,36.3,278,water,flying,101.7,63.9,113,733747,50,865,Quick Attack,Air Cutter,Water Pulse,5,7,3,50000
Wooper (Paldean),35.1,194,poison,ground,75.6,68.1,135,694912,50,725,Mud Shot,Dig,Body Slam,7,5,3,50000
Horsea,33.8,116,water,none,121,99.2,98,1175816,50,1194,Bubble,Return,Dragon Pulse,7,6,3,50000
Nickit,32.5,827,dark,none,84,81.5,113,773961,50,808,Snarl,Night Slash,Play Rough,3,5,1,10000
Rattata (Alolan) (Shadow),32.4,19,dark,normal,99.2,71.4,98,694058,50,830,Quick Attack,Crunch,Hyper Fang,6,7,1,10000
Zubat (Shadow),31.7,41,poison,flying,82.3,73.9,113,688107,50,754,Quick Attack,Air Cutter,Swift,5,5,1,10000
Zubat,31.4,41,poison,flying,82.3,73.9,113,688107,50,754,Quick Attack,Air Cutter,Swift,5,5,1,10000
Rattata (Alolan),31.2,19,dark,normal,99.2,71.4,98,694058,50,830,Quick Attack,Crunch,Hyper Fang,6,7,1,10000
Toxel,29.1,848,electric,poison,94.1,67.2,113,714916,50,821,Acid,Power-Up Punch,,7,0,5,75000
Venipede,28.7,543,bug,poison,82.3,95.8,98,773082,50,799,Poison Sting,Signal Beam,Sludge Bomb,7,6,1,10000
Lotad,28.6,270,water,grass,72.3,77.3,113,631297,50,676,Water Gun,Scald,Energy Ball,17,19,3,50000
Venipede (Shadow),28.2,543,bug,poison,82.3,95.8,98,773082,50,799,Poison Sting,Signal Beam,Sludge Bomb,7,6,1,10000
Wiglett,28.1,960,water,none,104.2,56.3,68,398909,50,648,Mud Slap,Liquidation,Dig,5,5,3,50000
Marill,27.8,183,water,fairy,43.7,90.8,157,622580,50,521,Bubble,Aqua Tail,Body Slam,4,4,3,50000
Zigzagoon (Galarian) (Shadow),27,263,dark,normal,61.3,79.8,110,538652,50,575,Tackle,Swift,Dig,12,17,1,10000
Zigzagoon (Galarian),26.9,263,dark,normal,61.3,79.8,110,538652,50,575,Tackle,Swift,Dig,12,17,1,10000
Poochyena (Shadow),26.3,261,dark,none,93.3,63.9,105,625453,50,766,Snarl,Crunch,Dig,4,4,1,10000
Poochyena,25.5,261,dark,none,93.3,63.9,105,625453,50,766,Snarl,Crunch,Dig,4,4,1,10000
Trubbish,23.9,568,poison,none,93.3,115.1,127,1363691,50,1131,Take Down,Seed Bomb,Return,6,9,3,50000
Weedle (Shadow),23.6,13,bug,poison,65.5,54.6,113,404534,50,515,Bug Bite,Struggle,Frustration,34,24,1,10000
Kakuna (Shadow),23,14,bug,poison,51.3,75.6,120,465181,50,488,Bug Bite,Struggle,Frustration,34,24,1,10000
Kakuna,22.4,14,bug,poison,51.3,75.6,120,465181,50,488,Bug Bite,Return,Struggle,24,34,1,10000
Beldum,22.1,374,steel,psychic,93.3,123.5,113,1301930,50,1104,Take Down,Iron Head,Return,7,9,5,75000
Trubbish (Shadow),21.1,568,poison,none,93.3,115.1,127,1363691,50,1131,Take Down,Seed Bomb,Gunk Shot,6,10,3,50000
Beldum (Shadow),20.7,374,steel,psychic,93.3,123.5,113,1301930,50,1104,Take Down,Iron Head,Frustration,7,9,5,75000
Wimpod,19.7,767,bug,water,68.9,74.8,90,463783,50,567,Struggle Bug,Bug Buzz,,8,0,1,10000
Feebas,13.6,349,water,none,37,84,84,260976,50,310,Tackle,Mirror Coat,,19,0,5,75000
Weedle,12.5,13,bug,poison,65.5,54.6,113,404534,50,515,Poison Sting,Return,Struggle,8,12,1,10000
Magikarp (Shadow),3.5,129,water,none,37,84,84,260976,50,310,Splash,Struggle,Frustration,9,6,1,10000
Magikarp,3.4,129,water,none,37,84,84,260976,50,310,Splash,Return,Struggle,6,9,1,10000
Darkrai,0.2,491,dark,none,26.8,18.6,16,7978,1,46,Snarl,Dark Pulse,Shadow Ball,4,5,20,100000
